Data,Hora,Ano,Mês,Site,Manchete,Polaridade
26/03/2023,12h:09,2023,março,Gazeta Digital,Dois jovens são assassinados em menos de 24h em Peixoto de Azevedo,1
26/03/2023,13h:15,2023,março,Folhamax,Cidade do Nortão de MT registra 2 homicídios em menos de 24h,1
26/03/2023,17h:25,2023,março,Folhamax,Motorista mata idosa atropelada; olha corpo no chão e foge em MT,1
27/03/2023,08:04:00,2023,março,Só Notícias,Corpo é encontrado com mãos e pernas amarradas em rio no Nortão,1
27/03/2023,09:29:00,2023,março,Reporter MT,Corpo é encontrado com mãos e pés amarrados em Mato Grosso,1
27/03/2023,09:34:00,2023,março,Só Notícias,Morto em acidente em bairro de Lucas do Rio Verde é sepultado,1
27/03/2023,10:45:00,2023,março,Só Notícias,Criança e jovem morrem em acidente entre carreta e carro em rodovia de Mato Grosso,1
27/03/2023,17:23:00,2023,março,Midia News,Governador recebe novo modelo de identidade; saiba como solicitar a sua,2
27/03/2023,18:38:00,2023,março,Só Notícias,Politec começa entregar novo modelo da carteira de identidade; Mauro recebe a 1ª,2
27/03/2023,09h:30,2023,março,Gazeta Digital,Corpo masculino é achado boiando em rio com corte no pescoço e membros amarrados,1
27/03/2023,09h:58,2023,março,Gazeta Digital,Motorista e criança de 3 anos morrem em batida entre carro e carreta na MT-174,1
27/03/2023,10h:05,2023,março,Folhamax,Homem é assassinado e jogado em rio com mãos e pés amarrados,1
27/03/2023,10h:20,2023,março,Folhamax,Corpo de idoso é encontrado embaixo de limoeiro em MT,1
27/03/2023,16h:32,2023,março,Folhamax,Sesp promove caminhada contra o sedentarismo,2
27/03/2023,17h:32,2023,março,Folhamax,Idoso tem mal súbito e morre na frente de cemitério em MT,1
27/03/2023,18h:01,2023,março,Gazeta Digital,"Corpo encontrado em VG é de homem desaparecido há 28 dias, diz Politec; família contesta documento",1
27/03/2023,18h:26,2023,março,Gazeta Digital,Sesp leiloa veículos apreendidos e lances valem a partir de R$ 800,1
27/03/2023,18h:34,2023,março,Folhamax,Governador recebe novo documento identidade; saiba como solicitar a sua,2
28/03/2023,09:02:00,2023,março,Estadão MT,Idoso é morto com facadas no pescoço em sítio de MT,1
28/03/2023,15:59:00,2023,março,Só Notícias,Homem morre em acidente com moto de alta cilindrada em rodovia entre Sorriso e Nova Ubiratã,1
28/03/2023,17:27:00,2023,março,Reporter MT,Idoso é degolado por colega após discussão em fazenda,1
28/03/2023,17:54:00,2023,março,Reporter MT,Moto de alta cilindrada roda na pista e homem morre na MT-242,1
28/03/2023,08h:33,2023,março,Gazeta Digital,Homem de 62 anos é encontrado morto ao lado de bicicleta após sofre mal súbito,1
28/03/2023,08h:38,2023,março,Folhamax,"Em bebedeira, peão de fazenda mata idoso com facada no pescoço",1
28/03/2023,09h:25,2023,março,Folhamax,Assassino deixa recado ao lado de corpo: Faz tempo que te caçava,1
28/03/2023,12h:15,2023,março,Folhamax,Corpo de homem é encontrado carbonizado dentro de casa em VG,1
28/03/2023,13h:50,2023,março,Gazeta Digital,Trabalhador rural é morto a facadas após bebedeira com 'amigo',1
28/03/2023,17h:56,2023,março,Folhamax,Homem morre após acidente de moto em rodovia de MT,1
29/03/2023,07:12:00,2023,março,Só Notícias,Prefeito de Sorriso reivindica a governador reforços na segurança e regulação de saúde; R$ 700 mil confirmados para Politec,2
29/03/2023,08:35:00,2023,março,Só Notícias,Moto cai em córrego e dois homens morrem no Médio Norte,1
29/03/2023,09:10:00,2023,março,Reporter MT,Filho de ex-vereador é morto com tiro na cabeça em MT,1
29/03/2023,09:38:00,2023,março,Só Notícias,Dupla anuncia assalto e mata homem a tiros em Mato Grosso,1
29/03/2023,10:17:00,2023,março,Estadão MT,Novo equipamento reduz espera por laudo de drogas de 60 dias para 2 minutos,2
29/03/2023,10:55:00,2023,março,Só Notícias,"Homem tenta atacar policiais com foice, acaba baleado e morre no Nortão",1
29/03/2023,13:01:00,2023,março,Só Notícias,Psicólogo morto em acidente com moto de alta cilindrada no Nortão será transladado para Rondônia,1
29/03/2023,20:00:00,2023,março,Estadão MT,"Segurança Pública entrega novas viaturas, equipamentos e armamento para unidades prisionais",2
29/03/2023,07h:30,2023,março,Folhamax,Filho de ex-vereador é executado em salão com tiros na cabeça,1
29/03/2023,08h:34,2023,março,Gazeta Digital,Dupla anuncia assalto e mata filho de ex-vereador a tiros,1
29/03/2023,08h:37,2023,março,Folhamax,Vítima de acidente com moto esportiva era empresário em MT,1
29/03/2023,10h:33,2023,março,Folhamax,Sesp-MT entrega viaturas e equipamentos para unidades prisionais,2
29/03/2023,11h:15,2023,março,Gazeta Digital,Idoso que vivia na rua é morto a facadas no interior de MT,1
29/03/2023,14h:25,2023,março,Folhamax,Homem em surto morre baleado por militares com tiros no tórax em MT,1
29/03/2023,15h:04,2023,março,Folhamax,Vídeo mostra assassino executando filho de ex-vereador em MT; assista,1
29/03/2023,15h:10,2023,março,Folhamax,Assembleia autoriza Governo a doar imóvel para construir Câmara de Vereadores,1
29/03/2023,15h:52,2023,março,Folhamax,Audiência debate implantação de Delegacia da Mulher em VG,1
29/03/2023,16h:20,2023,março,Gazeta Digital,Vídeo mostra momento em que atirador invade salão e mata filho de ex-vereador,1
30/03/2023,08:35:00,2023,março,Só Notícias,Operação lei seca tem 5 presos por embriaguez e 25 veículos apreendidos em Sinop,1
30/03/2023,08:40:00,2023,março,Reporter MT,Entregador cai em buraco e morre atropelado por carro em Cuiabá,1
30/03/2023,11:20:00,2023,março,Reporter MT,Bêbado surta e mata idoso a pauladas em boate de MT,1
30/03/2023,11:28:00,2023,março,Reporter MT,Mauro confirma demissão de perito acusado de favorecer médica em morte de verdureiro,2
30/03/2023,12:00:00,2023,março,Reporter MT,"Após morte de entregador de aplicativo, Prefeitura tapa buraco às pressas em Cuiabá",1
30/03/2023,07h:31,2023,março,Gazeta Digital,Vídeo - Motociclista cai em buraco e morre atropelado,1
30/03/2023,07h:45,2023,março,Folhamax,Entregador morre atropelado por SUV ao desviar de buraco; veja vídeo,1
30/03/2023,10h:59,2023,março,Folhamax,"Após morte de entregador, Cuiabá tampa buraco; Emanuel lamenta",1
30/03/2023,13h:12,2023,março,Folhamax,Governo de MT demite perito por laudo forjado sobre acidente com morte,2
30/03/2023,14h:05,2023,março,Gazeta Digital,Motociclistas protestam por morte de colega em Cuiabá,1
30/03/2023,14h:25,2023,março,Folhamax,"Após morte, motoboys protestam na frente da casa de prefeito de Cuiabá",1
30/03/2023,15h:11,2023,março,Gazeta Digital,Mendes mantém exoneração de perito demitido por beneficiar médica,2
30/03/2023,16h:28,2023,março,Folhamax,TJ cria turmas recursais para juizados especiais,1
31/03/2023,08:44:00,2023,março,Só Notícias,"Homem tenta matar outro, cai de moto ao fugir, acaba baleado e morre no Médio Norte",1
31/03/2023,10:38:00,2023,março,Só Notícias,Trabalhador morre ao ser atingido por tora no Médio Norte,1
31/03/2023,11:05:00,2023,março,Reporter MT,"Criminoso atira em rival, mas cai de moto e é assassinado pelo alvo",1
31/03/2023,19:29:00,2023,março,Só Notícias,Justiça de Sinop julgará em maio trio acusado de matar jovem em Santa Carmem,1
31/03/2023,10h:41,2023,março,Gazeta Digital,MT convoca 980 aprovados em concurso da Segurança,1
31/03/2023,11h:00,2023,março,Gazeta Digital,Homem é morto com a própria arma após falhar em assassinato,1
31/03/2023,13h:30,2023,março,Gazeta Digital,Trabalhador morre atingido por tora de madeira no interior,1
31/03/2023,16h:12,2023,março,Folhamax,Funcionário de serraria morre esmagado por tora em MT,1
01/04/2023,08:41:00,2023,abril,Só Notícias,Blitz da lei seca tem 9 presos e 32 veículos apreendidos em Sinop,1
01/04/2023,09:22:00,2023,abril,Reporter MT,Jovem é executado com tiro na cabeça enquanto estava com criança no colo,1
01/04/2023,09:30:00,2023,abril,Estadão MT,Homem é morto a tiros na frente da filha de dois anos em Barra do Bugres,1
01/04/2023,16:33:00,2023,abril,Só Notícias,Homem é assassinado na frente do filho no Médio Norte,1
01/04/2023,09h:52,2023,abril,Gazeta Digital,Jovem é executado a tiros na frente do filho de 2 anos,1
01/04/2023,09h:54,2023,abril,Folhamax,Homem é morto com tiro na cabeça na frente do filho de 2 anos em MT,1
01/04/2023,12h:03,2023,abril,Gazeta Digital,Homem morre após ter cabeça esmagada em atropelamento,1
01/04/2023,16h:24,2023,abril,Folhamax,Homem morre após ter cabeça esmagada em atropelamento,1
02/04/2023,08:30:00,2023,abril,Só Notícias,Criminosos invadem residência e matam 2 homens a tiros no Nortão,1
02/04/2023,09:03:00,2023,abril,Estadão MT,Dupla assassina jovens a tiros dentro de casa no interior de MT,1
02/04/2023,09:20:00,2023,abril,Reporter MT,Dois homens são executados dentro de casa em Mato Grosso,1
02/04/2023,11:53:00,2023,abril,Reporter MT,Corpo é encontrado boiando no Rio Paraguai,1
02/04/2023,08h:46,2023,abril,Folhamax,Irmãos são executados a tiros dentro de casa em MT,1
02/04/2023,09h:36,2023,abril,Gazeta Digital,Irmãos são assassinados a tiros dentro de casa no interior,1
03/04/2023,07:38:00,2023,abril,Só Notícias,Mãe e filha morrem em acidente entre carro e moto em rodovia no Nortão,1
03/04/2023,08:13:00,2023,abril,Reporter MT,Mãe e filha morrem em batida entre moto e Civic na MT-320,1
03/04/2023,11:10:00,2023,abril,Só Notícias,Mãe e filha mortas em acidente na MT-320 serão sepultadas em Colíder; motorista é preso e paga fiança,1
03/04/2023,13:04:00,2023,abril,Só Notícias,Sorriso: jovem que estava de moto é perseguido e assassinado a tiros,1
03/04/2023,14:46:00,2023,abril,Estadão MT,"Vídeo: Morador de albergue causa confusão, some e é achado morto em rio",1
03/04/2023,14:59:00,2023,abril,Reporter MT,"Casal é perseguido, atropelado e homem é morto a tiros em MT",1
03/04/2023,17:24:00,2023,abril,Só Notícias,Bombeiros encontram corpo de jovem em rio em Peixoto de Azevedo,1
03/04/2023,21:16:00,2023,abril,Só Notícias,Corpo de jovem é localizado em Sorriso; segundo homicídio em 24 horas,1
03/04/2023,09h:26,2023,abril,Gazeta Digital,Servidor de Várzea Grande é assassinado a tiros no quintal de casa,1
03/04/2023,09h:30,2023,abril,Gazeta Digital,AL autoriza governo a doar imóvel para construir câmara de vereadores em MT,1
03/04/2023,11h:10,2023,abril,Gazeta Digital,Mãe e filha morrem em batida entre Civic e moto em rodovia,1
03/04/2023,12h:02,2023,abril,Folhamax,Homem é morto com 4 tiros e deixado ao lado de motocicleta em MT,1
03/04/2023,17h:50,2023,abril,Gazeta Digital,Homem é atropelado e baleado por trio em Vectra; esposa sofreu fratura,1
03/04/2023,18h:05,2023,abril,Folhamax,Moto fica destruída pelo fogo após batida contra caminhão,1
04/04/2023,11:55:00,2023,abril,Reporter MT,Jovem de 19 anos morre afogado em cachoeira no Nortão,1
04/04/2023,14:12:00,2023,abril,Só Notícias,Carreta e caminhonete batem e saem de rodovia no Mato Grosso; técnico morre e duas pessoas feridas,1
04/04/2023,15:39:00,2023,abril,Reporter MT,"Mulher vai orar em ""monte"" e tropeça em cadáver desovado",1
04/04/2023,17:10:00,2023,abril,Só Notícias,Funcionário morre eletrocutado durante manutenção em propriedade rural no Nortão,1
04/04/2023,21:00:00,2023,abril,Reporter MT,Produto explode em supermercado e deixa criança de 7 anos ferida; veja vídeo,1
04/04/2023,21:10:00,2023,abril,Só Notícias,Produto explode em prateleira de supermercado e deixa criança ferida em Mato Grosso,1
04/04/2023,21:17:00,2023,abril,Estadão MT,Aerossol causa explosão em supermercado e deixa criança ferida em MT,1
04/04/2023,08h:29,2023,abril,Gazeta Digital,Homem é morto com 6 tiros no meio da rua em Poconé,1
04/04/2023,09h:30,2023,abril,Gazeta Digital,Ex-presidiário é achado morto com mãos amarradas em MT,1
04/04/2023,10h:10,2023,abril,Gazeta Digital,Bombeiros localizam corpo de jovem afogado em cachoeira,1
04/04/2023,11h:11,2023,abril,Folhamax,Jovem morre afogado em cachoeira após pular em rio e sumir,1
04/04/2023,11h:50,2023,abril,Gazeta Digital,Motorista morre e casal fica ferido em batida entre caminhonete e carreta na BR-070,1
04/04/2023,14h:35,2023,abril,Folhamax,Motoboys homenageiam entregador atropelado ao desviar de buraco em Cuiabá; vídeos,1
04/04/2023,15h:42,2023,abril,Folhamax,Sesp promove simpósio sobre Lei de Acesso à Informação e abuso de autoridade,2
04/04/2023,18h:06,2023,abril,Folhamax,Idoso é executado a tiros na frente de casa em cidade de MT,1
05/04/2023,07:38:00,2023,abril,Só Notícias,"Três criminosos morrem em confronto com a PM em Sinop; “quadrilha muito violenta”, diz tenente-coronel",1
05/04/2023,07:50:00,2023,abril,Só Notícias,"Pastor, esposa e dois filhos morrem em grave acidente em rodovia no Mato Grosso",1
05/04/2023,08:24:00,2023,abril,Só Notícias,Trabalhador que faleceu ao levar descarga elétrica no Nortão é transladado para o Maranhão,1
05/04/2023,09:48:00,2023,abril,Só Notícias,Defaz inicia operação Dupla Face investigando grupo econômico em Mato Grosso acusado de sonegar R$ 49 milhões,1
05/04/2023,10:04:00,2023,abril,Estadão MT,Idoso é morto a tiros dentro de casa em MT,1
05/04/2023,10:07:00,2023,abril,Estadão MT,"Polícia mira construtora, faculdade e empresa de festas por sonegar R$ 50 milhões",1
05/04/2023,10:11:00,2023,abril,Estadão MT,"Pastor, esposa e dois filhos morrem em acidente na BR-070",1
05/04/2023,13:33:00,2023,abril,Reporter MT,"Pastor, esposa e filhos mortos na BR-070 seguiam para Cuiabá visitar familiares",1
05/04/2023,15:24:00,2023,abril,Só Notícias,Polícia Civil investiga explosão em supermercado de MT e não descarta “indício de crime”,1
05/04/2023,15:36:00,2023,abril,Estadão MT,Investigação aponta indícios de crime em explosão dentro de supermercado em MT,1
05/04/2023,15:41:00,2023,abril,Só Notícias,Casal de pastores e filhos mortos em acidente serão sepultados nesta 5ª em Mato Grosso; prefeito manifesta pesar,1
05/04/2023,16:01:00,2023,abril,Reporter MT,Polícia investiga se explosão em supermercado foi ação criminosa,1
05/04/2023,08h:11,2023,abril,Gazeta Digital,Casal de pastores e filhos morrem em grave acidente na BR-070,1
05/04/2023,09h:21,2023,abril,Folhamax,Idosa morre atropelada por caminhão-furgão em MT,1
05/04/2023,09h:53,2023,abril,Folhamax,"PJC mira faculdade, empreiteira e empresa de festa por sonegar R$ 50 mi em VG",1
05/04/2023,10h:20,2023,abril,Gazeta Digital,Homem escuta gritos e encontra amigo morto em casa,1
05/04/2023,10h:44,2023,abril,Folhamax,Homem escuta gritos e encontra amigo morto em MT,1
05/04/2023,11h:04,2023,abril,Gazeta Digital,Ciclista de 67 anos morre atropelada por caminhão em MT,1
05/04/2023,11h:38,2023,abril,Gazeta Digital,Universidade é alvo de ação por sonegar R$ 49 milhões em impostos,1
05/04/2023,15h:00,2023,abril,Folhamax,Família de grávida morta vê negligência de farmácia e falha do Samu em Cuiabá,1
05/04/2023,15h:40,2023,abril,Gazeta Digital,Polícia pede perícia e vê indícios de crime em explosão de supermercado no interior,2
05/04/2023,15h:40,2023,abril,Folhamax,"PC vê indícios de ""atentado"" em explosão de prateleira em mercado de MT",1
06/04/2023,08:43:00,2023,abril,Estadão MT,Confira o que abre e o que fecha no serviço público no feriado,1
06/04/2023,09:52:00,2023,abril,Estadão MT,Homem executa funcionários de sítio após um deles o ameaçar com espingarda,1
06/04/2023,10:17:00,2023,abril,Reporter MT,Mulher é morta com quatro tiros na frente da filha de 5 anos,1
06/04/2023,10:47:00,2023,abril,Reporter MT,Corpos em decomposição são encontrados em Chapada dos Guimarães,1
06/04/2023,08h:54,2023,abril,Folhamax,"Confira o que abre e fecha no serviço público de MT, no feriado",1
06/04/2023,10h:09,2023,abril,Gazeta Digital,Funcionário de bicicletaria é baleado por desafeto e sobrevive,1
07/04/2023,11:19:00,2023,abril,Estadão MT,Motociclista morre após perder o controle do veículo e bater em parede de residência,1
07/04/2023,14:35:00,2023,abril,Reporter MT,Homem é morto dentro de bar durante a madrugada em Mato Grosso,1
07/04/2023,15:01:00,2023,abril,Reporter MT,Jovem bate moto em parede de casa e morre na hora,1
07/04/2023,15:58:00,2023,abril,Só Notícias,Identificado homem morto em acidente na BR-163 no Nortão,1
07/04/2023,15:59:00,2023,abril,Estadão MT,Dono de bar é morto a tiros no interior de Mato Grosso,1
07/04/2023,16:09:00,2023,abril,Reporter MT,Motorista perde o controle da direção e morre após capotar veículo,1
07/04/2023,08h:02,2023,abril,Gazeta Digital,Homem morre após perder controle de veículo e capotar,1
07/04/2023,08h:32,2023,abril,Gazeta Digital,Criminosos arrombam porta e executam dono de bar a tiros,1
07/04/2023,12h:29,2023,abril,Folhamax,Criminosos arrombam porta e executam dono de bar a tiros,1
07/04/2023,12h:51,2023,abril,Folhamax,Homem morre após perder controle de veículo e capotar,1
07/04/2023,14h:55,2023,abril,Folhamax,Motociclista morre após bater em muro de casa em MT,1
07/04/2023,17h:30,2023,abril,Folhamax,Mauro Mendes anuncia duplicação da BR-163 entre Posto Gil e Nova Mutum,1
08/04/2023,07:50:00,2023,abril,Só Notícias,Adolescente é morto a tiros em residência de Sorriso,1
08/04/2023,20:49:00,2023,abril,Estadão MT,Bandido mata vigilante para roubar arma no estacionamento do Sesi Papa,1
08/04/2023,08h:33,2023,abril,Folhamax,Homem sofre mal súbito durante a madrugada em cidade de MT,1
08/04/2023,10h:53,2023,abril,Folhamax,Piloto morto ao bater em parede de casa é identificado; veja foto,1
08/04/2023,12h:16,2023,abril,Folhamax,"Governo de MT investe R$ 2,6 mi em obras e ações em Cuiabá",1
08/04/2023,18h:20,2023,abril,Folhamax,Corpo de homem com marcas de tiros e mãos amarradas é achado em matagal,1
09/04/2023,16:15:00,2023,abril,Reporter MT,Homem é morto e esposa baleada no meio da rua MT,1
09/04/2023,08h:16,2023,abril,Folhamax,Vigilante é morto a tiros e tem arma roubada no local de trabalho,1
09/04/2023,09h:15,2023,abril,Gazeta Digital,"Jovem de 20 anos é morto a tiros; esposa, de 18 anos, foi atingida na perna",1
09/04/2023,09h:15,2023,abril,Folhamax,"Em defesa da irmã, homem mata cunhado com um tiro e foge levando arma",1
09/04/2023,09h:35,2023,abril,Folhamax,Rapaz é executado a tiros e esposa fica baleada nas pernas em MT,1
09/04/2023,11h:01,2023,abril,Gazeta Digital,Cadáver é encontrado em avançado estado de decomposição em MT,1
10/04/2023,12:22:00,2023,abril,Reporter MT,Bope desativa 25 explosivos deixados por terroristas que atacaram Confresa,1
10/04/2023,16:39:00,2023,abril,Só Notícias,Politec procura familiares de vítima de acidente em Nova Santa Helena  ,2
10/04/2023,17:48:00,2023,abril,Reporter MT,Pescador de 50 anos morre afogado no Lago de Manso,1
10/04/2023,10h:30,2023,abril,Gazeta Digital,Homem morre após se afogar durante pescaria no Manso,1
10/04/2023,13h:42,2023,abril,Gazeta Digital,Esquadrão antibomba desativa explosivos em sede da Brinks,1
10/04/2023,16h:02,2023,abril,Folhamax,Homem morre após se afogar durante pescaria no Manso,1
10/04/2023,17h:35,2023,abril,Folhamax,Jovem morre após ter cabeça esmagada por carreta,1
11/04/2023,07:48:00,2023,abril,Só Notícias,Corpo com marcas de tiros é localizado em estrada de Sinop  ,1
11/04/2023,09:53:00,2023,abril,Estadão MT,Cadáver de homem com marcas de bala é achado em lavoura de MT,1
11/04/2023,10:40:00,2023,abril,Reporter MT,Motociclista morre atropelado por caminhão na BR-070 em MT,1
11/04/2023,16:22:00,2023,abril,Midia News,Centro Estadual de Cidadania realizou mais de 37 mil atendimentos no primeiro trimestre de 2023,1
11/04/2023,09h:05,2023,abril,Gazeta Digital,Motociclista morre ao ser atingido por caminhão na BR-070 em Várzea Grande,1
11/04/2023,09h:50,2023,abril,Gazeta Digital,Corpo masculino é achado em decomposição em milharal,1
11/04/2023,10h:50,2023,abril,Folhamax,Sitiantes encontram corpo com marcas de tiros em lavoura de milho em MT,1
11/04/2023,15h:30,2023,abril,Folhamax,Mulher é morta a facadas em casa e marido é preso,1
11/04/2023,16h:16,2023,abril,Folhamax,Centro de Cidadania realizou mais de 37 mil atendimentos,1
11/04/2023,18h:32,2023,abril,Folhamax,Casal de MT é encontrado morto em picape em brejo no TO,1
12/04/2023,07:42:00,2023,abril,Reporter MT,Fazendeiro é morto a tiros pelo ex-marido da namorada em MT,1
12/04/2023,08:50:00,2023,abril,Reporter MT,Motociclista é atropelado e tem cabeça esmagada na BR-174,1
12/04/2023,15:18:00,2023,abril,Reporter MT,Professora é atropelada e arrastada por carreta na BR-364,1
12/04/2023,15:38:00,2023,abril,Reporter MT,Edifício que pegou fogo em Cuiabá é interditado e moradores ficam desabrigados,1
12/04/2023,17:28:00,2023,abril,Só Notícias,Preso em Mato Grosso barbeiro que detonou bomba em supermercado e exigia dinheiro para não fazer mais explosões,1
12/04/2023,08h:02,2023,abril,Folhamax,Motociclista morre atropelada e arrastada por carreta em rodovia de MT,1
12/04/2023,08h:22,2023,abril,Gazeta Digital,Motociclista morre ao ser arrastada 30 metros por carreta,1
12/04/2023,08h:35,2023,abril,Folhamax,"Em novo confronto, tropas matam 2º ladrão após ataque em cidade de MT",1
12/04/2023,09h:32,2023,abril,Folhamax,Fazendeiro é executado a tiros pelo ex-marido da namorada em MT,1
12/04/2023,19h:10,2023,abril,Folhamax,Justiça manda periciar Iphone apreendido com ladrões de trens em MT,1
13/04/2023,08:58:00,2023,abril,Só Notícias,Três são assassinados a tiros e um fica ferido em bar em Mato Grosso  ,1
13/04/2023,09:06:00,2023,abril,Estadão MT,"Bandidos invadem bar atirando, matam três pessoas e deixam um ferido",1
13/04/2023,09:51:00,2023,abril,Estadão MT,Homem leva três tiros na cabeça na porta de mercearia em Rosário Oeste,1
13/04/2023,10:22:00,2023,abril,Reporter MT,Bandidos invadem bar e matam três pessoas em MT,1
13/04/2023,12:50:00,2023,abril,Só Notícias,Homem é morto a tiros próximo a área do lixão em Sinop,1
13/04/2023,14:21:00,2023,abril,Reporter MT,Autor de ataque em Rondonópolis exigiu R$ 300 mil em Bitcoin para não explodir supermercado,1
13/04/2023,17:50:00,2023,abril,Só Notícias,Construção de sede da Politec em Nova Mutum será definida mês que vem; R$ 5 milhões,2
13/04/2023,20:37:00,2023,abril,Estadão MT,Homem que matou família inteira é executado no lixão de Sinop,1
13/04/2023,07h:12,2023,abril,Gazeta Digital,"Todos serão ‘enquadrados’ por ameaças, avisa delegada",1
13/04/2023,09h:40,2023,abril,Gazeta Digital,Dois homens e uma mulher são assassinados em área rural,1
13/04/2023,11h:33,2023,abril,Gazeta Digital,Barbeiro exigia R$ 300 mil para não explodir supermercado,1
13/04/2023,12h:36,2023,abril,Folhamax,Ribeirinho Cidadão oferece atendimento em MT,1
13/04/2023,16h:21,2023,abril,Folhamax,Nome atribuído a bandido morto em confronto era falso,1
13/04/2023,19h:20,2023,abril,Folhamax,Envolvido em chacina de família é executado e deixado em lixão,1
14/04/2023,08:20:00,2023,abril,Só Notícias,Motociclista morre em Nova Mutum ao perder o controle e atingir placa de sinalização na BR-163,1
14/04/2023,09:10:00,2023,abril,Só Notícias,Jovem é sequestrado em hotel e morto a tiros na rodovia Sinop-Cláudia  ,1
14/04/2023,10:32:00,2023,abril,Reporter MT,Motociclista morre ao bater em placa de sinalização em MT,1
14/04/2023,10:59:00,2023,abril,Reporter MT,Autor de chacina e estupro é executado a tiros em lixão de MT,1
14/04/2023,11:13:00,2023,abril,Estadão MT,Homem leva tiro na cabeça e corpo é abandonado em matagal,1
14/04/2023,15:59:00,2023,abril,Reporter MT,Jovem é sequestrado em hotel e executado a tiros na MT-423,1
14/04/2023,18:53:00,2023,abril,Só Notícias,Avião cai no Nortão e piloto morre; 2º acidente na região em 24 horas,1
14/04/2023,07h:58,2023,abril,Folhamax,Piloto morre na hora ao avançar em canteiro e bater moto contra placa em rodovia de MT,1
14/04/2023,12h:32,2023,abril,Folhamax,Homem é sequestrado de hotel e executado a tiros em rodovia de MT,1
14/04/2023,16h:40,2023,abril,Gazeta Digital,Motociclista morre após bater contra placa de sinalização,1
15/04/2023,08:23:00,2023,abril,Só Notícias,Identificado piloto morto em queda de avião no Nortão  ,2
15/04/2023,08:59:00,2023,abril,Estadão MT,Vigilante é encontrado morto com tiro no pescoço em Cuiabá,1
15/04/2023,10:10:00,2023,abril,Só Notícias,Motociclista morre em colisão com carro em Sorriso,1
15/04/2023,11:49:00,2023,abril,Reporter MT,Piloto morre em queda de avião agrícola; este é segundo acidente aéreo em 24 horas,1
15/04/2023,15:17:00,2023,abril,Só Notícias,Responsável por vandalizar fachada da residência de prefeito em Peixoto de Azevedo é identificado,1
15/04/2023,16:22:00,2023,abril,Estadão MT,Homem que atacou casa de prefeito em MT é identificado,1
15/04/2023,18:15:00,2023,abril,Reporter MT,Homem é assassinado com dez tiros por encapuzado em Mato Grosso,1
15/04/2023,07h:50,2023,abril,Gazeta Digital,Piloto morre após queda de avião agrícola em Tapurah,1
15/04/2023,08h:34,2023,abril,Gazeta Digital,Segurança é encontrado morto com tiros no pescoço,1
15/04/2023,08h:45,2023,abril,Folhamax,Piloto morre após queda de avião agrícola em Tapurah,1
15/04/2023,10h:15,2023,abril,Folhamax,PJC identifica autor de atentado a casa de prefeito em MT,1
15/04/2023,10h:48,2023,abril,Gazeta Digital,Responsável por depredar casa de prefeito é identificado,1
16/04/2023,08:50:00,2023,abril,Só Notícias,Morador desaparecido há mais de uma semana no Nortão é encontrado morto em área rural,1
16/04/2023,09:21:00,2023,abril,Estadão MT,Homem é executado com quatro tiros nas costas após discussão em festa,1
16/04/2023,10:17:00,2023,abril,Só Notícias,Politec e Polícia de Nova Mutum identificam jovem baleado e morto em bar,2
16/04/2023,10:22:00,2023,abril,Reporter MT,Briga na Mansão do Forró termina com homem morto com quatro tiros na costas,1
16/04/2023,08h:22,2023,abril,Gazeta Digital,Homem é assassinado com 4 tiros após briga em bar de forró,1
16/04/2023,09h:22,2023,abril,Folhamax,Homem é morto com tiros pelas costas após briga em forró de MT,1
17/04/2023,09:43:00,2023,abril,Só Notícias,Jovem morre em Guarantã do Norte e suspeita é de choque ao carregar celular,1
17/04/2023,16:37:00,2023,abril,Só Notícias,Acidente com carreta e moto na BR-163 em Sorriso deixa um morto; vítima identificada,1
17/04/2023,17:25:00,2023,abril,Reporter MT,Vendedor de picolé é esmagado por carreta em MT,1
17/04/2023,21:56:00,2023,abril,Só Notícias,Politec identifica corpo de caminhoneiro que estava desaparecido desde fevereiro em Mato Grosso,2
17/04/2023,07h:41,2023,abril,Gazeta Digital,Assaltante morre em confronto com a Rotam em VG,1
17/04/2023,09h:03,2023,abril,Folhamax,Filho de sargento da PM é achado morto com tiro dentro de casa,1
17/04/2023,09h:19,2023,abril,Folhamax,Ciclista morre após ser atropelado por ônibus em cidade de MT,1
17/04/2023,09h:33,2023,abril,Gazeta Digital,Condutor tenta ultrapassagem e mata duas mulheres em motocicleta na MT-260,1
17/04/2023,13h:05,2023,abril,Folhamax,Presidente do Tribunal participa do Ribeirinho Cidadão,1
17/04/2023,17h:06,2023,abril,Gazeta Digital,Vendedor de picolé morre atropelado por carreta em rodovia,1
17/04/2023,18h:15,2023,abril,Folhamax,Invasão de pista provoca batida entre moto e carro; piloto morre no local,1
17/04/2023,21h:00,2023,abril,Folhamax,Vendedor de picolé morre atropelado por carreta em MT,1
18/04/2023,08:43:00,2023,abril,Midia News,Politec identifica corpo de caminhoneiro que estava desaparecido desde fevereiro,2
18/04/2023,09:22:00,2023,abril,Só Notícias,Homem é encontrado morto com marcas de tiro na cabeça dentro de carro em Sorriso,1
18/04/2023,13:38:00,2023,abril,Só Notícias,Homem é rendido e executado a tiros por dupla em Sorriso; 2º homicídio,1
18/04/2023,13:59:00,2023,abril,Só Notícias,"Governo entrega viaturas da Politec para Sinop, Nova Mutum e mais 8; novo sistema balístico é implantado",2
